2023/07/24 08:52:39 Sede: SEDE, Codigo: CODIGO , Clico Academico: CICLO ACADÉMICO, Año: AÑO, Perido: PERIODO, Numero Cuota: Num. Cuota, Cuota: CUOTA DE ENSEÑANZA  
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G06363F , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 5, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAVELICA, Codigo: G09015J , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 1, Cuota: 180.00 
2023/07/24 08:52:39 Sede: HUANCAVELICA, Codigo: G09015J , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 2, Cuota: 180.00 
2023/07/24 08:52:39 Sede: HUANCAVELICA, Codigo: G09015J , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 3, Cuota: 180.00 
2023/07/24 08:52:39 Sede: HUANCAVELICA, Codigo: G09015J , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 4, Cuota: 180.00 
2023/07/24 08:52:39 Sede: HUANCAVELICA, Codigo: G09015J , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 5, Cuota: 180.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G11101B , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 1, Cuota: 200.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G11101B , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 2, Cuota: 200.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G11101B , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 3, Cuota: 200.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G11101B , Clico Academico: 4, Año: 2016, Perido: 1, Numero Cuota: 4, Cuota: 200.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: A621423 , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 75.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: A621423 , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 75.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: A621423 , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 75.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: A621423 , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 75.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: A621423 , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 75.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A86012G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A86012G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A86012G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A86012G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A86012G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A90217I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 410.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A90217I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 410.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A90217I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 410.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A90217I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 410.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A92610H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A92610H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A92610H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A92610H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: A92610H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 300.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: C08233F , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 60.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: C08233F , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 60.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: C08233F , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 60.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: C08233F , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 60.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D11168G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D11168G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D11168G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D11168G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D11168G , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 300.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E05299D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 165.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E05299D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 165.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E05299D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 165.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E05299D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 165.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E05299D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 165.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E07930I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 45.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E07930I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 45.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E07930I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 45.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E07930I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 45.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: E07930I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 45.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: E12367I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: E12367I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: E12367I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: E12367I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: E12367I , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 300.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: F09018H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 360.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: F09018H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 360.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: F09018H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 360.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: F11727H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 286.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: F11727H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 286.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: F11727H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 286.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: F11727H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 286.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: F11727H , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 286.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G03901C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G03901C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G03901C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G03901C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G03901C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G05206C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G05206C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G05206C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G05206C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: G05206C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 250.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G06646D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 380.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G06646D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 380.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G06646D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 380.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G06646D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 380.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G06767K , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 550.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G06767K , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 550.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G06767K , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 550.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G06767K , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 550.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G06767K , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 550.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G07972D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 297.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G07972D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 297.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G07972D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 297.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G07972D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 297.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: G07972D , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 297.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H04123C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 220.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H04123C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 220.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H04123C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 220.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H04123C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 220.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H04123C , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 220.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H04582J , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 1, Cuota: 324.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H04582J , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 2, Cuota: 324.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H04582J , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 3, Cuota: 324.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H04582J , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 4, Cuota: 324.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H04582J , Clico Academico: 4, Año: 2016, Perido: 2, Numero Cuota: 5, Cuota: 324.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: C05737A , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 1, Cuota: 600.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: C05737A , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 2, Cuota: 600.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: C05737A , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 3, Cuota: 600.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: C05737A , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 4, Cuota: 600.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: C05737A , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 5, Cuota: 600.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D01739J , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 1, Cuota: 350.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D01739J , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 2, Cuota: 350.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D01739J , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 3, Cuota: 350.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D01739J , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 4, Cuota: 350.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: D01739J , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 5, Cuota: 350.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H01619E , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 3, Cuota: 350.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H01619E , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 4, Cuota: 350.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H01619E , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 5, Cuota: 350.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H11512B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 1, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H11512B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 2, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H11512B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 3, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H11512B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 4, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H11512B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 5, Cuota: 250.00 
2023/07/24 08:52:39 Sede: SATIPO, Codigo: H12309K , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 1, Cuota: 250.00 
2023/07/24 08:52:39 Sede: SATIPO, Codigo: H12309K , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 2, Cuota: 250.00 
2023/07/24 08:52:39 Sede: SATIPO, Codigo: H12309K , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 3, Cuota: 250.00 
2023/07/24 08:52:39 Sede: SATIPO, Codigo: H12309K , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 4, Cuota: 250.00 
2023/07/24 08:52:39 Sede: SATIPO, Codigo: H12309K , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 5, Cuota: 250.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H12670C , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 1, Cuota: 220.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H12670C , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 2, Cuota: 220.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H12670C , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 3, Cuota: 220.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H12670C , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 4, Cuota: 220.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H12670C , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 5, Cuota: 220.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H15401B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 1, Cuota: 900.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H15401B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 2, Cuota: 900.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H15401B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 3, Cuota: 900.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H15401B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 4, Cuota: 900.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H15401B , Clico Academico: 4, Año: 2017, Perido: 1, Numero Cuota: 5, Cuota: 900.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: F00035I , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: F00035I , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: F00035I , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 3, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: F00035I , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 4, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: F00035I , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 5, Cuota: 300.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H01405A , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 300.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H01405A , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 300.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H01405A , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 3, Cuota: 300.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H01405A , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 4, Cuota: 300.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: H01405A , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 5, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H14796C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 3, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H14796C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 4, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H14796C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 5, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H14796C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 300.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: H14796C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 300.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J01016B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 350.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J01016B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 350.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J01016B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 3, Cuota: 350.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J01016B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 4, Cuota: 350.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J01016B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 5, Cuota: 350.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J02947K , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 370.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J02947K , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 370.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J02947K , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 3, Cuota: 370.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J02947K , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 4, Cuota: 370.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J02947K , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 5, Cuota: 370.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J03531C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 230.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J03531C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 230.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J03531C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 3, Cuota: 230.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J03531C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 4, Cuota: 230.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J03531C , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 5, Cuota: 230.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J03763F , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 270.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J03763F , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 270.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J03763F , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 3, Cuota: 270.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J03763F , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 4, Cuota: 270.00 
2023/07/24 08:52:39 Sede: LIMA, Codigo: J03763F , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 5, Cuota: 270.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J04920B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 306.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J04920B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 306.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J04920B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 3, Cuota: 306.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J04920B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 4, Cuota: 306.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J04920B , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 5, Cuota: 306.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J06067H , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J06067H , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J06067H , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 3, Cuota: 250.00 
2023/07/24 08:52:39 Sede: HUANCAYO, Codigo: J06067H , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 4, Cuota: 250.00 
2023/07/24 08:52:39 Sede: SATIPO, Codigo: J06622H , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 1, Cuota: 300.00 
2023/07/24 08:52:39 Sede: SATIPO, Codigo: J06622H , Clico Academico: 4, Año: 2017, Perido: 2, Numero Cuota: 2, Cuota: 300.00 
